rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
337,TSV Büsum,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Nord,14065,10,1,0,0,1,32,33,-1,0,0.0,,handball.net
338,Preetzer TSV,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Süd,14066,10,1,0,0,1,26,27,-1,0,0.0,,handball.net
339,HSG Gettorf/Osdorf,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Süd,14066,11,1,0,0,1,21,22,-1,0,0.0,,handball.net
340,TSV Schwarzenbek,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Süd,14066,12,1,0,0,1,31,33,-2,0,0.0,,handball.net
341,SV Bornheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,6,Verbandsliga,F-VL,12481,8,1,0,0,1,30,33,-3,0,0.0,,handball.net
342,TSV Hardebek,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Nord,14065,11,1,0,0,1,34,38,-4,0,0.0,,handball.net
343,FSG Selz-Wiesbach,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,6,Verbandsliga,F-VL,12481,9,1,0,0,1,26,32,-6,0,0.0,,handball.net
344,HSG Eckbachtal,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,6,Verbandsliga,F-VL,12481,10,1,0,0,1,23,29,-6,0,0.0,,handball.net
345,HSG Angeln,Handballverband Schleswig-Holstein,Handballverband Schleswig-Holstein,6,Verbandsliga,Meisterrunde - Nord,14065,12,1,0,0,1,10,40,-30,0,0.0,,handball.net
346,FC St. Pauli II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,1,1,1,0,0,30,12,18,2,2.0,,handball.net
347,HL Buchholz08-Rosengarten III,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,2,1,1,0,0,31,19,12,2,2.0,,handball.net
348,Barmstedter MTV,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,3,1,1,0,0,32,28,4,2,2.0,,handball.net
349,1. HC Quickborn,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,4,1,1,0,0,23,22,1,2,2.0,,handball.net
350,2. Damen,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,1,0,0,0,0,0,0,0,0,0.0,,handball.net
351,Ahrensburger TSV,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,2,0,0,0,0,0,0,0,0,0.0,,handball.net
352,ETV Hamburg II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,3,0,0,0,0,0,0,0,0,0.0,,handball.net
353,ETV Hamburg III,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,5,0,0,0,0,0,0,0,0,0.0,,handball.net
354,FC St. Pauli III,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,4,0,0,0,0,0,0,0,0,0.0,,handball.net
355,Grün-Weiss Eimsbüttel,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,6,0,0,0,0,0,0,0,0,0.0,,handball.net
356,HG Hamburg-Barmbek,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,5,0,0,0,0,0,0,0,0,0.0,,handball.net
357,HSG Elbvororte,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,7,0,0,0,0,0,0,0,0,0.0,,handball.net
358,Hsv/Hamm 02,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,6,0,0,0,0,0,0,0,0,0.0,,handball.net
359,Hsv/Hamm 02 II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,8,0,0,0,0,0,0,0,0,0.0,,handball.net
360,Niendorfer TSV II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,7,0,0,0,0,0,0,0,0,0.0,,handball.net
361,SG Wilhelmsburg II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,8,0,0,0,0,0,0,0,0,0.0,,handball.net
362,TH Eilbeck II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,9,0,0,0,0,0,0,0,0,0.0,,handball.net
363,THB Hamburg 03,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,10,0,0,0,0,0,0,0,0,0.0,,handball.net
364,TUS Esingen,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,9,0,0,0,0,0,0,0,0,0.0,,handball.net
365,TUS Finkenwerder,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,11,0,0,0,0,0,0,0,0,0.0,,handball.net
366,TV Billstedt,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (222),13435,12,0,0,0,0,0,0,0,0,0.0,,handball.net
367,SG Altona II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,10,1,0,0,1,28,32,-4,0,0.0,,handball.net
368,HT Norderstedt II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,11,1,0,0,1,19,31,-12,0,0.0,,handball.net
369,Hts/Bw96 Handball,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Frauen Gruppe (221),13434,12,1,0,0,1,12,30,-18,0,0.0,,handball.net
370,HSG Trifels,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,F-BOL 2,12485,1,1,1,0,0,37,14,23,2,2.0,,handball.net
371,Suchsdorfer SV II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Ost,12966,1,1,1,0,0,31,12,19,2,2.0,,handball.net
372,Lübecker SV GUT HEIL V. 1876,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Süd,12968,1,1,1,0,0,29,16,13,2,2.0,,handball.net
373,TSV Ellerau II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen West,12967,1,1,1,0,0,36,24,12,2,2.0,,handball.net
374,SG Saulheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,F-BOL 1,12484,1,1,1,0,0,31,22,9,2,2.0,,handball.net
375,FSG Kaiserslautern/Dansenberg 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,F-BOL 2,12485,2,1,1,0,0,27,19,8,2,2.0,,handball.net
376,HSG Landau/Land,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,F-BOL 2,12485,3,1,1,0,0,32,25,7,2,2.0,,handball.net
377,HSG Tarp/Wanderup II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Nord,12965,1,1,1,0,0,31,24,7,2,2.0,,handball.net
378,SG Glinde/Reinbek,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Süd,12968,2,1,1,0,0,31,24,7,2,2.0,,handball.net
379,Burgstädter HC,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen · HR Südwestsachsen,13095,1,1,1,0,0,30,24,6,2,2.0,,handball.net
380,TUS Lübeck VON 1893 II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Süd,12968,3,1,1,0,0,27,21,6,2,2.0,,handball.net
381,TSV Bargteheide II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Süd,12968,4,1,1,0,0,30,25,5,2,2.0,,handball.net
382,FSG Assenheim/Dannstadt/Iggelheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,F-BOL 1,12484,2,1,1,0,0,28,23,5,2,2.0,,handball.net
383,HSG Jörl-Doppeleiche Viöl,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Nord,12965,2,1,1,0,0,28,26,2,2,2.0,,handball.net
384,HSG Neudorf/Döbeln II,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen · HR Leipzig,16607,1,1,1,0,0,27,25,2,2,2.0,,handball.net
385,HG Owschlag-Kropp-Tetenhusen,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Nord,12965,3,1,1,0,0,26,24,2,2,2.0,,handball.net
386,HFF Munkbrarup,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Nord,12965,4,1,1,0,0,28,27,1,2,2.0,,handball.net
387,Preetzer TSV II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Ost,12966,2,1,1,0,0,23,22,1,2,2.0,,handball.net
388,Moorreger SV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Gruppe (231),13429,1,1,0,1,0,28,28,0,1,1.0,,handball.net
389,Koweg Görlitz,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen · HR Ostsachsen,13109,1,1,0,1,0,0,0,0,1,1.0,,handball.net
390,SG Mogono Leipzig II,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen · HR Leipzig,16607,2,1,0,1,0,0,0,0,1,1.0,,handball.net
391,Stahl Rietschen,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen · HR Ostsachsen,13109,2,1,0,1,0,0,0,0,1,1.0,,handball.net
392,VFB Eilenburg,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen · HR Leipzig,16607,3,1,0,1,0,0,0,0,1,1.0,,handball.net
393,1.FSV Köln 1899,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen,12888,1,0,0,0,0,0,0,0,0,0.0,,handball.net
394,AMTV Hamburg III,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Gruppe (233),13432,1,0,0,0,0,0,0,0,0,0.0,,handball.net
395,ASC 09 Dortmund SC Aplerbeck 09 E.V.,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS BL Mitte Frauen (nicht nutzen),16942,1,0,0,0,0,0,0,0,0,0.0,,handball.net
396,ASC 09 Dortmund SC Aplerbeck 09 E.V.2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,13089,1,0,0,0,0,0,0,0,0,0.0,,handball.net
397,ATV Hückeswagen,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Frauen ( HK Essen),16923,1,0,0,0,0,0,0,0,0,0.0,,handball.net
398,Ahlener SG 93 E.V.,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Frauen Bezirksliga HKH,12681,1,0,0,0,0,0,0,0,0,0.0,,handball.net
399,Ahrensburger TSV II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Gruppe (233),13432,2,0,0,0,0,0,0,0,0,0.0,,handball.net
400,Allgemeiner Sportverein Hamm-Westfalen e.V. II,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Frauen Bezirksliga HKH,12681,2,0,0,0,0,0,0,0,0,0.0,,handball.net
401,Bochumer HC,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Industrie,13091,1,0,0,0,0,0,0,0,0,0.0,,handball.net
402,Bramstedter TS,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen West,12967,2,0,0,0,0,0,0,0,0,0.0,,handball.net
403,Brühler TV,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen,12888,2,0,0,0,0,0,0,0,0,0.0,,handball.net
404,CVJM Oberwiehl II,HK Oberberg,HK Oberberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen Gr. B,12959,1,0,0,0,0,0,0,0,0,0.0,,handball.net
405,CVJM Waldbröl,HK Oberberg,HK Oberberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen Gr. B,12959,2,0,0,0,0,0,0,0,0,0.0,,handball.net
406,DHG Ammeloe/Ellewick,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Frauen,13225,1,0,0,0,0,0,0,0,0,0.0,,handball.net
407,DJK Adler 07 Bottrop,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA FRAUEN,16210,1,0,0,0,0,0,0,0,0,0.0,,handball.net
408,DJK Oespel-Kley Frauen 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS BL Mitte Frauen (nicht nutzen),16942,2,0,0,0,0,0,0,0,0,0.0,,handball.net
409,DJK Oespel-Kley Frauen 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,13089,2,0,0,0,0,0,0,0,0,0.0,,handball.net
410,DJK Oespel-Kley Frauen 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,13089,3,0,0,0,0,0,0,0,0,0.0,,handball.net
411,DJK Saxonia Dortmund,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,13089,4,0,0,0,0,0,0,0,0,0.0,,handball.net
412,DJK St. Matthias Trier,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Mosel/Eifel-Nahe/Hunsrück,14549,1,0,0,0,0,0,0,0,0,0.0,,handball.net
413,DJK Styrum 06,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA FRAUEN,16210,2,0,0,0,0,0,0,0,0,0.0,,handball.net
414,DJK Tura 05 Dümpten II,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA FRAUEN,16210,3,0,0,0,0,0,0,0,0,0.0,,handball.net
415,DJK/MJC Trier II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Mosel/Eifel-Nahe/Hunsrück,14549,2,0,0,0,0,0,0,0,0,0.0,,handball.net
416,Djk-Saxonia Dortmund E.V.,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS BL Mitte Frauen (nicht nutzen),16942,3,0,0,0,0,0,0,0,0,0.0,,handball.net
417,Dünnwalder TV,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen,12888,3,0,0,0,0,0,0,0,0,0.0,,handball.net
418,ESV Dresden II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen,13102,1,0,0,0,0,0,0,0,0,0.0,,handball.net
419,ETSV Witten 1923 E.V.,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS BL Mitte Frauen (nicht nutzen),16942,4,0,0,0,0,0,0,0,0,0.0,,handball.net
420,ETSV Witten 1923 E.V.,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,13089,5,0,0,0,0,0,0,0,0,0.0,,handball.net
421,ETV Hamburg IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Gruppe (231),13429,2,0,0,0,0,0,0,0,0,0.0,,handball.net
422,Elmshorner HT,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Gruppe (231),13429,3,0,0,0,0,0,0,0,0,0.0,,handball.net
423,Eschweiler SG,HK Aachen-Düren,HK Aachen-Düren,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga (w),14651,1,0,0,0,0,0,0,0,0,0.0,,handball.net
424,FC St. Pauli IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Gruppe (232),13430,1,0,0,0,0,0,0,0,0,0.0,,handball.net
425,FSG Gonsenheim/Schott 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,F-BOL 1,12484,3,0,0,0,0,0,0,0,0,0.0,,handball.net
426,GSG Duisburg II,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA FRAUEN,16210,4,0,0,0,0,0,0,0,0,0.0,,handball.net
427,HBD Löwen Oberberg II,HK Oberberg,HK Oberberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen Gr. A,12958,1,0,0,0,0,0,0,0,0,0.0,,handball.net
428,HC Cologne Kangaroos II,HK Köln-Rheinberg,HK Köln-Rheinberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen,12888,4,0,0,0,0,0,0,0,0,0.0,,handball.net
429,HC Gelpe/Strombach III,HK Oberberg,HK Oberberg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen Gr. A,12958,2,0,0,0,0,0,0,0,0,0.0,,handball.net
430,HC Grossenhain,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen,13102,2,0,0,0,0,0,0,0,0,0.0,,handball.net
431,HC Sterkrade 75,HK Rhein-Ruhr,HK Rhein-Ruhr,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,REGIONSOBERLIGA FRAUEN,16210,5,0,0,0,0,0,0,0,0,0.0,,handball.net
432,HC TV Rhede II,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen · HK Wesel,13064,1,0,0,0,0,0,0,0,0,0.0,,handball.net
433,HCE Bergkamen 2.D,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Frauen Bezirksliga HKH,12681,3,0,0,0,0,0,0,0,0,0.0,,handball.net
434,HCS Neustadt-S.,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen,13102,3,0,0,0,0,0,0,0,0,0.0,,handball.net
435,HSC IGEL,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Frauen Mosel/Eifel-Nahe/Hunsrück,14549,3,0,0,0,0,0,0,0,0,0.0,,handball.net
436,HSC Welper 1970 e.V.,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Industrie,13091,2,0,0,0,0,0,0,0,0,0.0,,handball.net
437,HSG 24109,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Ost,12966,3,0,0,0,0,0,0,0,0,0.0,,handball.net
438,HSG 91 Nortorf,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen West,12967,3,0,0,0,0,0,0,0,0,0.0,,handball.net
439,HSG AM Hallo Essen,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,#0 - Freundschatfsspiel Senioren Frauen,17263,1,0,0,0,0,0,0,0,0,0.0,,handball.net
440,HSG Beste Trave,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Süd,12968,5,0,0,0,0,0,0,0,0,0.0,,handball.net
441,HSG DJK Rauxel-Schwerin E.V.,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Industrie,13091,3,0,0,0,0,0,0,0,0,0.0,,handball.net
442,HSG Dudenhofen/Schifferstadt 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,F-BOL 2,12485,4,0,0,0,0,0,0,0,0,0.0,,handball.net
443,HSG Fockbek/Nübbel/Alt Duvenstedt II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen West,12967,4,0,0,0,0,0,0,0,0,0.0,,handball.net
444,HSG Freiberg,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Frauen · HR Südwestsachsen,13095,2,0,0,0,0,0,0,0,0,0.0,,handball.net
445,HSG Gevelsberg Silschede,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Industrie,13091,4,0,0,0,0,0,0,0,0,0.0,,handball.net
446,HSG Haarzopf/Huttrop,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Frauen ( HK Essen),16074,1,0,0,0,0,0,0,0,0,0.0,,handball.net
447,HSG Hald/Mehrh/Isselb II,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen · HK Wesel,13064,2,0,0,0,0,0,0,0,0,0.0,,handball.net
448,HSG Herzhorn/Kollmar/Neuendorf II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen West,12967,5,0,0,0,0,0,0,0,0,0.0,,handball.net
449,HSG Hiesfeld/Aldenrade III,HK Wesel,HK Wesel,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Regionsoberliga Frauen · HK Wesel,13064,3,0,0,0,0,0,0,0,0,0.0,,handball.net
450,HSG Holstein Kiel/Kronshagen III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Ost,12966,4,0,0,0,0,0,0,0,0,0.0,,handball.net
451,HSG Holsteinische Schweiz II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Frauen Süd,12968,6,0,0,0,0,0,0,0,0,0.0,,handball.net
