rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
1,VfL Wolfsburg Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,1,3,3,0,0,13,5,8,9,3.0,0,OpenLigaDB
2,FC Bayern München Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,2,3,3,0,0,10,2,8,9,3.0,0,OpenLigaDB
3,Eintracht Frankfurt Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,3,3,2,1,0,4,1,3,7,2.33,2,OpenLigaDB
4,VfB Stuttgart Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,4,3,2,1,0,7,5,2,7,2.33,0,OpenLigaDB
5,1. FC Köln Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,5,3,2,0,1,5,2,3,6,2.0,3,OpenLigaDB
6,SV Werder Bremen Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,6,3,2,0,1,6,4,2,6,2.0,-3,OpenLigaDB
7,Bayer 04 Leverkusen Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,7,3,2,0,1,5,3,2,6,2.0,0,OpenLigaDB
8,SC Freiburg Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,8,3,1,1,1,3,5,-2,4,1.33,-2,OpenLigaDB
9,Hamburger SV Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,9,3,0,2,1,3,4,-1,2,0.67,0,OpenLigaDB
10,1. FC Nürnberg Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,10,3,0,2,1,6,12,-6,2,0.67,0,OpenLigaDB
11,RB Leipzig Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,11,3,0,1,2,1,5,-4,1,0.33,3,OpenLigaDB
12,TSG 1899 Hoffenheim Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,12,3,0,0,3,2,5,-3,0,0.0,-1,OpenLigaDB
13,1. FC Union Berlin Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,13,3,0,0,3,1,6,-5,0,0.0,0,OpenLigaDB
14,1. FSV Mainz 05 Frauen,,,1,Frauen-Bundesliga,Frauen-Bundesliga,ffb1/2026,14,3,0,0,3,1,8,-7,0,0.0,-2,OpenLigaDB
15,1. FFC Recklinghausen,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,1,1,1,0,0,6,2,4,3,3.0,0,OpenLigaDB
16,Borussia Dortmund,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,2,1,1,0,0,3,0,3,3,3.0,0,OpenLigaDB
17,Bayer 04 Leverkusen II,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,4,1,1,0,0,3,1,2,3,3.0,0,OpenLigaDB
18,FC Schalke 04,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,5,1,1,0,0,3,1,2,3,3.0,0,OpenLigaDB
19,MSV Duisburg,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,6,1,1,0,0,2,1,1,3,3.0,0,OpenLigaDB
20,SC Fortuna Köln,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,7,1,1,0,0,1,0,1,3,3.0,0,OpenLigaDB
21,DSC Arminia Bielefeld,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,3,2,1,0,1,5,3,2,3,1.5,0,OpenLigaDB
22,FSV Gütersloh 2009,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,8,2,1,0,1,3,7,-4,3,1.5,0,OpenLigaDB
23,DJK Wacker Mecklenbeck,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,9,1,0,1,0,0,0,0,1,1.0,0,OpenLigaDB
24,SV Fortuna Freudenberg,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,10,1,0,1,0,0,0,0,1,1.0,0,OpenLigaDB
25,VfR SW Warbeyen 1945 e.V.,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,11,1,0,0,1,2,3,-1,0,0.0,0,OpenLigaDB
26,SSV Rhade,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,12,1,0,0,1,1,2,-1,0,0.0,0,OpenLigaDB
27,SGS Essen II,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,13,1,0,0,1,0,1,-1,0,0.0,0,OpenLigaDB
28,DJK Südwest Köln,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,14,1,0,0,1,1,3,-2,0,0.0,0,OpenLigaDB
29,Vorwärts Spoho Köln,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,15,1,0,0,1,1,3,-2,0,0.0,0,OpenLigaDB
30,Rhenania Bottrop,,,3,Regionalliga West (Frauen),Regionalliga West (Frauen),rlw-frauen/2026,16,1,0,0,1,2,6,-4,0,0.0,0,OpenLigaDB
31,1. FC Magdeburg U23,Sachsen-Anhalt,Sachsen-Anhalt,4,Verbandsliga,Humanas Frauen-Verbandsliga · Sachsen-Anhalt,030BND22OG000004VS5489BTVTJUP7HP-G,1,2,2,0,0,23,0,23,6,3.0,,fussball.de
32,Borussia Dortmund II,Westfalen,Westfalen,4,Verbandsliga,Frauen-Westfalenliga,0314GURVOK000012VS5489BUVSBBVPEU-G,1,3,3,0,0,24,1,23,9,3.0,,fussball.de
33,SG EFC Ruhla 08,Thüringen,Thüringen,4,Verbandsliga,Thüringenliga Staffel 1,031HD07908000004VS5489BTVVG7L386-G,1,2,2,0,0,19,4,15,6,3.0,,fussball.de
34,1. FC Saarbrücken II,Saarland,Saarland,4,Verbandsliga,Verbandsliga · Saarland,031AT6R77O000004VS5489BUVV628VP4-G,1,3,3,0,0,23,2,21,9,3.0,,fussball.de
35,ESV Lok Meiningen,Thüringen,Thüringen,4,Verbandsliga,Thüringenliga Staffel 1,031HD07908000004VS5489BTVVG7L386-G,2,2,2,0,0,15,1,14,6,3.0,,fussball.de
36,1. FC Kaiserslautern,Südwest,Südwest,4,Verbandsliga,Frauen Verbandsliga Südwest,0319RAI0D4000004VS5489BUVV628VP4-G,1,4,4,0,0,28,1,27,12,3.0,,fussball.de
37,Hertha BSC II,Berlin,Berlin,4,Verbandsliga,Frauen Berlin-Liga,0317AJDKH000000HVS5489BUVSBBVPEU-G,1,2,2,0,0,11,0,11,6,3.0,,fussball.de
38,TSV Solingen,Niederrhein,Niederrhein,4,Niederrheinliga,Frauen Niederrheinliga,031EETE59G00000CVS5489BUVUR5FS5A-G,1,2,2,0,0,11,1,10,6,3.0,,fussball.de
39,Greifswalder FC,Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,4,Verbandsliga,Verbandsliga Frauen · Mecklenburg-Vorpommern,031JFG3C6S000005VS5489BUVVKNMR0J-G,1,1,1,0,0,5,0,5,3,3.0,,fussball.de
40,FC Carl Zeiss Jena III,Thüringen,Thüringen,4,Verbandsliga,Thüringenliga Staffel 3,031HD0R2RG000004VS5489BTVVG7L386-G,1,2,2,0,0,12,3,9,6,3.0,,fussball.de
41,FSV Hansa 07,Berlin,Berlin,4,Verbandsliga,Frauen Berlin-Liga,0317AJDKH000000HVS5489BUVSBBVPEU-G,2,2,2,0,0,11,2,9,6,3.0,,fussball.de
42,SFC Stern,Berlin,Berlin,4,Verbandsliga,Frauen Berlin-Liga,0317AJDKH000000HVS5489BUVSBBVPEU-G,3,2,2,0,0,11,2,9,6,3.0,,fussball.de
43,FC Forstern,Bayern,Bayern,4,Bayernliga,Frauen Bayernliga,0319LR9N1K000005VS5489BUVV628VP4-G,1,2,2,0,0,10,1,9,6,3.0,,fussball.de
44,SV Grün-Weiss Brieselang,Brandenburg,Brandenburg,4,Landesliga,Landesliga · Brandenburg,0316J4BA3C000002VS5489BTVU7GTVLE-G,1,2,2,0,0,9,0,9,6,3.0,,fussball.de
45,SV Thülen,Westfalen,Westfalen,4,Verbandsliga,Frauen-Westfalenliga,0314GURVOK000012VS5489BUVSBBVPEU-G,2,3,3,0,0,18,5,13,9,3.0,,fussball.de
46,Victoria 1.Fr.,Hamburg,Hamburg,4,Verbandsliga,FOL Frauen-Oberliga Hamburg,0314C5SDDO00000EVS5489BTVU7GTVLE-G,1,3,3,0,0,13,0,13,9,3.0,,fussball.de
47,SuS Concordia Flaesheim,Westfalen,Westfalen,4,Verbandsliga,Frauen-Westfalenliga,0314GURVOK000012VS5489BUVSBBVPEU-G,3,3,3,0,0,17,5,12,9,3.0,,fussball.de
48,Hallescher FC,Sachsen-Anhalt,Sachsen-Anhalt,4,Verbandsliga,Humanas Frauen-Verbandsliga · Sachsen-Anhalt,030BND22OG000004VS5489BTVTJUP7HP-G,4,1,1,0,0,5,1,4,3,3.0,,fussball.de
49,SG Rodenberg,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen Ost,03132M2LUO000006VS5489BTVU7GTVLE-G,1,4,4,0,0,19,3,16,12,3.0,,fussball.de
50,BW Hollage,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen West,03132M2M74000006VS5489BTVU7GTVLE-G,2,3,3,0,0,13,2,11,9,3.0,,fussball.de
51,FFV Ingelheim,Südwest,Südwest,4,Verbandsliga,Frauen Verbandsliga Südwest,0319RAI0D4000004VS5489BUVV628VP4-G,3,3,3,0,0,13,2,11,9,3.0,,fussball.de
52,SF BG Marburg,Hessen,Hessen,4,Hessenliga,Frauen Hessenliga,031CO14DG400000FVS5489BTVUS470OH-G,2,3,3,0,0,13,2,11,9,3.0,,fussball.de
53,1. FFC Fortuna Dresden,Sachsen,Sachsen,4,Landesliga,Sachsenliga Frauen,031DBH5SVO000000VS5489BUVUR5FS5A-G,1,2,2,0,0,10,3,7,6,3.0,,fussball.de
54,Friedrichshagener SV,Berlin,Berlin,4,Verbandsliga,Frauen Berlin-Liga,0317AJDKH000000HVS5489BUVSBBVPEU-G,4,2,2,0,0,8,1,7,6,3.0,,fussball.de
55,SC Borgfeld,Bremen,Bremen,4,Verbandsliga,Verbandsliga - Hauptrunde · Bremen,031FAGJE34000017VS5489BTVUS470OH-G,2,2,2,0,0,8,1,7,6,3.0,,fussball.de
56,SV Holzbach,Rheinland,Rheinland,4,Rheinlandliga,Rheinlandliga,031CBUK5UG000003VS5489BUVUR5FS5A-G,1,3,3,0,0,11,1,10,9,3.0,,fussball.de
57,1. FC Neubrandenburg 04 (1:8),Mecklenburg-Vorpommern,Mecklenburg-Vorpommern,4,Verbandsliga,Verbandsliga Frauen · Mecklenburg-Vorpommern,031JFG3C6S000005VS5489BUVVKNMR0J-G,2,1,1,0,0,5,2,3,3,3.0,,fussball.de
58,DJK Arminia Ibbenbüren,Westfalen,Westfalen,4,Verbandsliga,Frauen-Westfalenliga,0314GURVOK000012VS5489BUVSBBVPEU-G,4,3,3,0,0,13,4,9,9,3.0,,fussball.de
59,SG Dynamo Dresden,Sachsen,Sachsen,4,Landesliga,Sachsenliga Frauen,031DBH5SVO000000VS5489BUVUR5FS5A-G,2,2,2,0,0,7,1,6,6,3.0,,fussball.de
60,Berolina Mitte,Berlin,Berlin,4,Verbandsliga,Frauen Berlin-Liga,0317AJDKH000000HVS5489BUVSBBVPEU-G,5,2,2,0,0,6,0,6,6,3.0,,fussball.de
61,SV Allemannia 08 Jessen,Sachsen-Anhalt,Sachsen-Anhalt,4,Verbandsliga,Humanas Frauen-Verbandsliga · Sachsen-Anhalt,030BND22OG000004VS5489BTVTJUP7HP-G,5,1,1,0,0,3,0,3,3,3.0,,fussball.de
62,VfL Bochum 1848 II,Westfalen,Westfalen,4,Verbandsliga,Frauen-Westfalenliga,0314GURVOK000012VS5489BUVSBBVPEU-G,5,3,3,0,0,11,3,8,9,3.0,,fussball.de
63,FC Jesteburg-Bendestorf,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen West,03132M2M74000006VS5489BTVU7GTVLE-G,3,3,3,0,0,10,2,8,9,3.0,,fussball.de
64,Union Tornesch 1.Fr.,Hamburg,Hamburg,4,Verbandsliga,FOL Frauen-Oberliga Hamburg,0314C5SDDO00000EVS5489BTVU7GTVLE-G,2,3,3,0,0,10,2,8,9,3.0,,fussball.de
65,CfR Links,Niederrhein,Niederrhein,4,Niederrheinliga,Frauen Niederrheinliga,031EETE59G00000CVS5489BUVUR5FS5A-G,2,2,2,0,0,6,1,5,6,3.0,,fussball.de
66,FC Bierbach,Saarland,Saarland,4,Verbandsliga,Verbandsliga · Saarland,031AT6R77O000004VS5489BUVV628VP4-G,6,2,2,0,0,6,1,5,6,3.0,,fussball.de
67,SG Haitz,Hessen,Hessen,4,Hessenliga,Frauen Hessenliga,031CO14DG400000FVS5489BTVUS470OH-G,3,3,3,0,0,10,3,7,9,3.0,,fussball.de
68,BSG Chemie Leipzig,Sachsen,Sachsen,4,Landesliga,Sachsenliga Frauen,031DBH5SVO000000VS5489BUVUR5FS5A-G,3,2,2,0,0,6,2,4,6,3.0,,fussball.de
69,FC Energie Cottbus,Brandenburg,Brandenburg,4,Landesliga,Landesliga · Brandenburg,0316J4BA3C000002VS5489BTVU7GTVLE-G,2,1,1,0,0,3,1,2,3,3.0,,fussball.de
70,1. FFV Erfurt U23,Thüringen,Thüringen,4,Verbandsliga,Thüringenliga Staffel 2,031HD0I3L4000003VS5489BTVVG7L386-G,2,1,1,0,0,2,0,2,3,3.0,,fussball.de
71,BWS Tündern-Hastenbeck,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen West,03132M2M74000006VS5489BTVU7GTVLE-G,1,4,4,0,0,11,4,7,12,3.0,,fussball.de
72,SV Concordia Emsbüren,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen West,03132M2M74000006VS5489BTVU7GTVLE-G,4,3,3,0,0,8,3,5,9,3.0,,fussball.de
73,1. FC Nürnberg 2,Bayern,Bayern,4,Bayernliga,Frauen Bayernliga,0319LR9N1K000005VS5489BUVV628VP4-G,2,2,2,0,0,4,1,3,6,3.0,,fussball.de
74,Borussia Mönchengladbach II.,Niederrhein,Niederrhein,4,Niederrheinliga,Frauen Niederrheinliga,031EETE59G00000CVS5489BUVUR5FS5A-G,5,1,1,0,0,2,1,1,3,3.0,,fussball.de
75,GW Lankern,Niederrhein,Niederrhein,4,Niederrheinliga,Frauen Niederrheinliga,031EETE59G00000CVS5489BUVUR5FS5A-G,6,1,1,0,0,2,1,1,3,3.0,,fussball.de
76,FFC Wacker München,Bayern,Bayern,4,Bayernliga,Frauen Bayernliga,0319LR9N1K000005VS5489BUVV628VP4-G,3,2,2,0,0,3,1,2,6,3.0,,fussball.de
77,SC Siegelbach,Südwest,Südwest,4,Verbandsliga,Frauen Verbandsliga Südwest,0319RAI0D4000004VS5489BUVV628VP4-G,2,4,3,1,0,11,4,7,10,2.5,,fussball.de
78,SG Bornheim/GW,Hessen,Hessen,4,Hessenliga,Frauen Hessenliga,031CO14DG400000FVS5489BTVUS470OH-G,1,4,3,1,0,9,4,5,10,2.5,,fussball.de
79,Kieler MTV,Schleswig-Holstein,Schleswig-Holstein,4,Oberliga Schleswig-Holstein,VR-Banken Oberliga · Schleswig-Holstein,0311J88R1O000006VS5489BUVVARDA0V-G,2,3,2,1,0,12,4,8,7,2.33,,fussball.de
80,SV Dirmingen,Saarland,Saarland,4,Verbandsliga,Verbandsliga · Saarland,031AT6R77O000004VS5489BUVV628VP4-G,2,3,2,1,0,7,1,6,7,2.33,,fussball.de
81,Concordia 1.Fr.,Hamburg,Hamburg,4,Verbandsliga,FOL Frauen-Oberliga Hamburg,0314C5SDDO00000EVS5489BTVU7GTVLE-G,3,3,2,1,0,8,3,5,7,2.33,,fussball.de
82,SSV Überherrn,Saarland,Saarland,4,Verbandsliga,Verbandsliga · Saarland,031AT6R77O000004VS5489BUVV628VP4-G,3,3,2,1,0,8,3,5,7,2.33,,fussball.de
83,St. Pauli 2.Fr.,Hamburg,Hamburg,4,Verbandsliga,FOL Frauen-Oberliga Hamburg,0314C5SDDO00000EVS5489BTVU7GTVLE-G,4,3,2,1,0,6,1,5,7,2.33,,fussball.de
84,SV 06 Lehrte,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen Ost,03132M2LUO000006VS5489BTVU7GTVLE-G,5,3,2,1,0,9,5,4,7,2.33,,fussball.de
85,KSV Hessen Kassel II,Hessen,Hessen,4,Hessenliga,Frauen Hessenliga,031CO14DG400000FVS5489BTVUS470OH-G,4,3,2,1,0,6,2,4,7,2.33,,fussball.de
86,DJK St. Ingbert,Saarland,Saarland,4,Verbandsliga,Verbandsliga · Saarland,031AT6R77O000004VS5489BUVV628VP4-G,4,3,2,1,0,7,4,3,7,2.33,,fussball.de
87,SV Bretzenheim,Südwest,Südwest,4,Verbandsliga,Frauen Verbandsliga Südwest,0319RAI0D4000004VS5489BUVV628VP4-G,4,4,3,0,1,17,9,8,9,2.25,,fussball.de
88,Eintracht Braunschweig,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen Ost,03132M2LUO000006VS5489BTVU7GTVLE-G,2,4,3,0,1,15,8,7,9,2.25,,fussball.de
89,SC Falscheid,Saarland,Saarland,4,Verbandsliga,Verbandsliga · Saarland,031AT6R77O000004VS5489BUVV628VP4-G,5,3,2,0,1,19,5,14,6,2.0,,fussball.de
90,ESC Geestemünde,Bremen,Bremen,4,Verbandsliga,Verbandsliga - Hauptrunde · Bremen,031FAGJE34000017VS5489BTVUS470OH-G,1,3,2,0,1,21,9,12,6,2.0,,fussball.de
91,SV Meppen 1912 e.V. U20,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen West,03132M2M74000006VS5489BTVU7GTVLE-G,5,3,2,0,1,8,1,7,6,2.0,,fussball.de
92,Fortuna Düsseldorf,Niederrhein,Niederrhein,4,Niederrheinliga,Frauen Niederrheinliga,031EETE59G00000CVS5489BUVUR5FS5A-G,3,2,1,1,0,8,4,4,4,2.0,,fussball.de
93,FC Union 60,Bremen,Bremen,4,Verbandsliga,Verbandsliga - Hauptrunde · Bremen,031FAGJE34000017VS5489BTVUS470OH-G,3,3,2,0,1,11,5,6,6,2.0,,fussball.de
94,Saalfeld Titans,Thüringen,Thüringen,4,Verbandsliga,Thüringenliga Staffel 2,031HD0I3L4000003VS5489BTVVG7L386-G,1,2,1,1,0,7,3,4,4,2.0,,fussball.de
95,Condor 1.Fr.,Hamburg,Hamburg,4,Verbandsliga,FOL Frauen-Oberliga Hamburg,0314C5SDDO00000EVS5489BTVU7GTVLE-G,5,3,2,0,1,8,2,6,6,2.0,,fussball.de
96,SV Rengsdorf,Rheinland,Rheinland,4,Rheinlandliga,Rheinlandliga,031CBUK5UG000003VS5489BUVUR5FS5A-G,2,3,2,0,1,8,4,4,6,2.0,,fussball.de
97,SV Heidekraut Andervenne,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen West,03132M2M74000006VS5489BTVU7GTVLE-G,6,3,2,0,1,10,7,3,6,2.0,,fussball.de
98,FC Kilia Kiel,Schleswig-Holstein,Schleswig-Holstein,4,Oberliga Schleswig-Holstein,VR-Banken Oberliga · Schleswig-Holstein,0311J88R1O000006VS5489BUVVARDA0V-G,3,3,2,0,1,8,5,3,6,2.0,,fussball.de
99,FSV Hessen Wetzlar,Hessen,Hessen,4,Hessenliga,Frauen Hessenliga,031CO14DG400000FVS5489BTVUS470OH-G,5,3,2,0,1,7,4,3,6,2.0,,fussball.de
100,Radefelder SV,Sachsen,Sachsen,4,Landesliga,Sachsenliga Frauen,031DBH5SVO000000VS5489BUVUR5FS5A-G,4,2,1,1,0,3,1,2,4,2.0,,fussball.de
101,SV Frisia 03 Risum-Lindholm,Schleswig-Holstein,Schleswig-Holstein,4,Oberliga Schleswig-Holstein,VR-Banken Oberliga · Schleswig-Holstein,0311J88R1O000006VS5489BUVVARDA0V-G,7,2,1,1,0,3,1,2,4,2.0,,fussball.de
102,Spvgg. Ffm-Oberrad,Hessen,Hessen,4,Hessenliga,Frauen Hessenliga,031CO14DG400000FVS5489BTVUS470OH-G,7,2,1,1,0,5,4,1,4,2.0,,fussball.de
103,1. FFC HOF,Bayern,Bayern,4,Bayernliga,Frauen Bayernliga,0319LR9N1K000005VS5489BUVV628VP4-G,4,2,1,1,0,3,2,1,4,2.0,,fussball.de
104,SG Union Sandersdorf,Sachsen-Anhalt,Sachsen-Anhalt,4,Verbandsliga,Humanas Frauen-Verbandsliga · Sachsen-Anhalt,030BND22OG000004VS5489BTVTJUP7HP-G,2,2,1,1,0,3,2,1,4,2.0,,fussball.de
105,Niendorf 1.Fr.,Hamburg,Hamburg,4,Verbandsliga,FOL Frauen-Oberliga Hamburg,0314C5SDDO00000EVS5489BTVU7GTVLE-G,6,3,2,0,1,11,10,1,6,2.0,,fussball.de
106,IF Stjernen Flensborg,Schleswig-Holstein,Schleswig-Holstein,4,Oberliga Schleswig-Holstein,VR-Banken Oberliga · Schleswig-Holstein,0311J88R1O000006VS5489BUVVARDA0V-G,4,3,2,0,1,5,4,1,6,2.0,,fussball.de
107,OT Bremen,Bremen,Bremen,4,Verbandsliga,Verbandsliga - Hauptrunde · Bremen,031FAGJE34000017VS5489BTVUS470OH-G,4,3,2,0,1,4,3,1,6,2.0,,fussball.de
108,FV Berghausen,Südwest,Südwest,4,Verbandsliga,Frauen Verbandsliga Südwest,0319RAI0D4000004VS5489BUVV628VP4-G,6,3,2,0,1,8,8,0,6,2.0,,fussball.de
109,DSC Arminia Bielefeld U21,Westfalen,Westfalen,4,Verbandsliga,Frauen-Westfalenliga,0314GURVOK000012VS5489BUVSBBVPEU-G,6,3,2,0,1,5,5,0,6,2.0,,fussball.de
110,ATS Buntentor III,Bremen,Bremen,4,Verbandsliga,Verbandsliga - Hauptrunde · Bremen,031FAGJE34000017VS5489BTVUS470OH-G,5,3,2,0,1,6,7,-1,6,2.0,,fussball.de
111,SG NieBar,Schleswig-Holstein,Schleswig-Holstein,4,Oberliga Schleswig-Holstein,VR-Banken Oberliga · Schleswig-Holstein,0311J88R1O000006VS5489BUVVARDA0V-G,1,4,2,1,1,13,4,9,7,1.75,,fussball.de
112,1.FC Wolfsburg,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen Ost,03132M2LUO000006VS5489BTVU7GTVLE-G,3,4,2,1,1,12,6,6,7,1.75,,fussball.de
113,MTV Barum,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen Ost,03132M2LUO000006VS5489BTVU7GTVLE-G,4,4,2,1,1,12,7,5,7,1.75,,fussball.de
114,SG Wilstermarsch,Schleswig-Holstein,Schleswig-Holstein,4,Oberliga Schleswig-Holstein,VR-Banken Oberliga · Schleswig-Holstein,0311J88R1O000006VS5489BUVVARDA0V-G,5,3,1,2,0,6,3,3,5,1.67,,fussball.de
115,SSG Rot-Schwarz Kiel,Schleswig-Holstein,Schleswig-Holstein,4,Oberliga Schleswig-Holstein,VR-Banken Oberliga · Schleswig-Holstein,0311J88R1O000006VS5489BUVVARDA0V-G,6,3,1,2,0,5,3,2,5,1.67,,fussball.de
116,SV Wendessen,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen Ost,03132M2LUO000006VS5489BTVU7GTVLE-G,7,3,1,2,0,4,3,1,5,1.67,,fussball.de
117,DJK TUSA 06 Düsseldorf,Niederrhein,Niederrhein,4,Niederrheinliga,Frauen Niederrheinliga,031EETE59G00000CVS5489BUVUR5FS5A-G,4,2,1,0,1,12,2,10,3,1.5,,fussball.de
118,SV Irxleben 1919,Sachsen-Anhalt,Sachsen-Anhalt,4,Verbandsliga,Humanas Frauen-Verbandsliga · Sachsen-Anhalt,030BND22OG000004VS5489BTVTJUP7HP-G,3,2,1,0,1,11,4,7,3,1.5,,fussball.de
119,FSG Wienau/Freirachdorf/Maischeid,Rheinland,Rheinland,4,Rheinlandliga,Rheinlandliga,031CBUK5UG000003VS5489BUVUR5FS5A-G,5,2,1,0,1,10,4,6,3,1.5,,fussball.de
120,SV Ober-Olm,Südwest,Südwest,4,Verbandsliga,Frauen Verbandsliga Südwest,0319RAI0D4000004VS5489BUVV628VP4-G,5,4,2,0,2,15,7,8,6,1.5,,fussball.de
121,FC Bitburg,Rheinland,Rheinland,4,Rheinlandliga,Rheinlandliga,031CBUK5UG000003VS5489BUVUR5FS5A-G,6,2,1,0,1,7,5,2,3,1.5,,fussball.de
122,TSV Barmke,Niedersachsen,Niedersachsen,4,Oberliga Niedersachsen,AOK-Frauenmeisterschaft Niedersachsen Ost,03132M2LUO000006VS5489BTVU7GTVLE-G,6,4,2,0,2,12,9,3,6,1.5,,fussball.de
123,FC Ingolstadt 04 2,Bayern,Bayern,4,Bayernliga,Frauen Bayernliga,0319LR9N1K000005VS5489BUVV628VP4-G,5,2,1,0,1,4,3,1,3,1.5,,fussball.de
124,SV Elversberg U20 2,Saarland,Saarland,4,Verbandsliga,Verbandsliga · Saarland,031AT6R77O000004VS5489BUVV628VP4-G,7,2,1,0,1,4,3,1,3,1.5,,fussball.de
125,VfB Oberweimar,Thüringen,Thüringen,4,Verbandsliga,Thüringenliga Staffel 2,031HD0I3L4000003VS5489BTVVG7L386-G,3,2,1,0,1,3,2,1,3,1.5,,fussball.de
126,TuS Fortuna Saarburg,Rheinland,Rheinland,4,Rheinlandliga,Rheinlandliga,031CBUK5UG000003VS5489BUVUR5FS5A-G,7,2,1,0,1,5,5,0,3,1.5,,fussball.de
127,TuS Großenenglis,Hessen,Hessen,4,Hessenliga,Frauen Hessenliga,031CO14DG400000FVS5489BTVUS470OH-G,6,4,2,0,2,10,10,0,6,1.5,,fussball.de
128,BSV GW Neukölln,Berlin,Berlin,4,Verbandsliga,Frauen Berlin-Liga,0317AJDKH000000HVS5489BUVSBBVPEU-G,6,2,1,0,1,4,4,0,3,1.5,,fussball.de
129,SV Budberg,Niederrhein,Niederrhein,4,Niederrheinliga,Frauen Niederrheinliga,031EETE59G00000CVS5489BUVUR5FS5A-G,7,2,1,0,1,4,4,0,3,1.5,,fussball.de
130,FC Ezelsdorf,Bayern,Bayern,4,Bayernliga,Frauen Bayernliga,0319LR9N1K000005VS5489BUVV628VP4-G,6,2,1,0,1,2,2,0,3,1.5,,fussball.de
131,Eichholzer SV,Schleswig-Holstein,Schleswig-Holstein,4,Oberliga Schleswig-Holstein,VR-Banken Oberliga · Schleswig-Holstein,0311J88R1O000006VS5489BUVVARDA0V-G,8,2,1,0,1,5,6,-1,3,1.5,,fussball.de
132,DFC Westsachsen Zwickau,Sachsen,Sachsen,4,Landesliga,Sachsenliga Frauen,031DBH5SVO000000VS5489BUVUR5FS5A-G,5,2,1,0,1,4,5,-1,3,1.5,,fussball.de
