staffel_id,verband,gebiet,ligastufe,spielklasse,staffel,mannschaften,spiele_gesamt,tore_gesamt,punkte_gesamt,tabellenfuehrer,tabellenfuehrer_punkte,quelle
031AHK4JGK00000BVS5489BUVV628VP4-G,Niedersachsen,Bezirk Braunschweig,6,Bezirksliga,Frauen Bezirksliga Staffel Nord/Mitte · Bezirk Braunschweig,12,16,53,45,SG Isenbüttel/Meine,7,fussball.de
031AHK4JPK00000GVS5489BUVV628VP4-G,Niedersachsen,Bezirk Braunschweig,6,Bezirksliga,Frauen Bezirksliga Staffel Süd · Bezirk Braunschweig,10,11,52,30,FC Westharz,6,fussball.de
0313H0TSKC000004VS5489BUVSBBVPEU-G,Niedersachsen,Bezirk Hannover,6,Bezirksliga,Frauen Bezirksliga Hannover Staffel 1,13,12,45,36,TSV Krähenwinkel/Kaltenweide,6,fussball.de
0313H10RD0000004VS5489BUVSBBVPEU-G,Niedersachsen,Bezirk Hannover,6,Bezirksliga,Frauen Bezirksliga Hannover Staffel 2,13,11,62,33,Hannover 96 III,6,fussball.de
0316TCP0QO000006VS5489BTVU7GTVLE-G,Niedersachsen,Bezirk Lüneburg,6,Bezirksliga,Frauen Bezirksliga Lüneburg Ost,12,15,86,44,SV Hodenhagen,7,fussball.de
0316TCPT6K000006VS5489BTVU7GTVLE-G,Niedersachsen,Bezirk Lüneburg,6,Bezirksliga,Frauen Bezirksliga Lüneburg West,12,17,67,50,TSV Brunsbrock,9,fussball.de
0313O7G2CO000009VS5489BUVSBBVPEU-G,Niedersachsen,Bezirk Weser-Ems,6,Bezirksliga,Frauen Bezirksliga Weser-Ems Mitte,12,17,88,50,1.FC Ohmstede,9,fussball.de
0313O7G2TC00000BVS5489BUVSBBVPEU-G,Niedersachsen,Bezirk Weser-Ems,6,Bezirksliga,Frauen Bezirksliga Weser-Ems Nord,12,17,73,50,TuS Obenstrohe Damen,9,fussball.de
0313O7G2LS00000BVS5489BUVSBBVPEU-G,Niedersachsen,Bezirk Weser-Ems,6,Bezirksliga,Frauen Bezirksliga Weser-Ems Süd,12,13,76,38,SV Eintr. Neuenkirchen,9,fussball.de
031GIKVLV8000006VS5489BTVVG7L386-G,Rheinland,Kreis Eifel,6,Kreisklasse,Frauen-Kreisklasse 3 · Kreis Eifel,8,10,76,30,FSG Eifelhöhe Müllenbach,9,fussball.de
031GIKB0P8000003VS5489BTVVG7L386-G,Rheinland,Kreis Rhein/Ahr,6,Kreisklasse,Frauen-Kreisklasse 2 · Kreis Rhein/Ahr,9,12,93,36,SV Eintracht Mendig,9,fussball.de
031GILDB80000007VS5489BTVVG7L386-G,Rheinland,Kreis Trier/Saarburg,6,Kreisklasse,Frauen-Kreisklasse 4 · Kreis Trier/Saarburg,8,8,60,24,FSG Schöndorf (9er),9,fussball.de
031GIJJ1E4000006VS5489BTVVG7L386-G,Rheinland,Kreis Westerwald/Sieg,6,Kreisklasse,Frauen-Kreisklasse 1 · Kreis Westerwald/Sieg,9,7,50,21,FSG Eichelhardt/Ingelbach,6,fussball.de
031C3V02R0000004VS5489BUVUR5FS5A-G,Saarland,Bezirk Saarland,6,Bezirksliga,Bezirksliga Vorrunde · Bezirk Saarland,13,10,56,29,SV Victoria St. Wendel,6,fussball.de
03171VKFFG000009VS5489BTVU7GTVLE-G,Sachsen,Kreis Dresden,6,Kreisoberliga,Stadtloberliga · Kreis Dresden,10,10,66,28,Serkowitzer FSV 2,6,fussball.de
