rang_bundesweit,verein,verband,gebiet,ligastufe,spielklasse,staffel,staffel_id,platz_in_staffel,spiele,siege,unentschieden,niederlagen,tore,gegentore,tordifferenz,punkte,punkte_pro_spiel,rangaenderung_vorwoche,quelle
526,Barmstedter MTV,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,2,2,2,0,0,71,62,9,4,2.0,,handball.net
527,Hsv/Hamm 02,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,3,2,2,0,0,68,59,9,4,2.0,,handball.net
528,FC St. Pauli III,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,4,2,2,0,0,64,58,6,4,2.0,,handball.net
529,Niendorfer TSV,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,5,1,1,0,0,29,26,3,2,2.0,,handball.net
530,FC St. Pauli II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,3,2,1,1,0,60,48,12,3,1.5,,handball.net
531,HL Buchholz08-Rosengarten Ü40,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Senioren (320),17292,1,2,1,1,0,43,36,7,3,1.5,,handball.net
532,Hsv/Hamm 02 II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,4,2,1,0,1,53,47,6,2,1.0,,handball.net
533,SG HT16/SC Eilbek,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,5,2,1,0,1,61,58,3,2,1.0,,handball.net
534,TH Eilbeck II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,8,1,0,1,0,28,28,0,1,1.0,,handball.net
535,Hts/Bw96 Handball,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,6,2,1,0,1,53,53,0,2,1.0,,handball.net
536,SC Alstertal-Langenhorn Ü40,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Senioren (320),17292,4,1,0,1,0,18,18,0,1,1.0,,handball.net
537,HT Norderstedt Ü40 II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Senioren (320),17292,3,2,1,0,1,40,41,-1,2,1.0,,handball.net
538,SG Hamburg-Nord IV,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,6,2,1,0,1,68,75,-7,2,1.0,,handball.net
539,TSC Wellingsbüttel,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,7,2,1,0,1,59,66,-7,2,1.0,,handball.net
540,TSV Uetersen II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,7,2,1,0,1,61,71,-10,2,1.0,,handball.net
541,TSV Ellerbek III,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,9,2,0,1,1,25,30,-5,1,0.5,,handball.net
542,HSG Elbvororte II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,10,2,0,1,1,20,32,-12,1,0.5,,handball.net
543,FC St. Pauli Ü40,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Senioren (320),17292,5,0,0,0,0,0,0,0,0,0.0,,handball.net
544,TSC Wellingsbüttel Ü40,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Senioren (320),17292,6,0,0,0,0,0,0,0,0,0.0,,handball.net
545,ETV Hamburg,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,9,2,0,0,2,51,54,-3,0,0.0,,handball.net
546,TH Eilbeck III,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,8,1,0,0,1,29,31,-2,0,0.0,,handball.net
547,Rellinger TV II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,11,2,0,0,2,58,64,-6,0,0.0,,handball.net
548,SG Altona,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 1 (121),13427,12,2,0,0,2,52,59,-7,0,0.0,,handball.net
549,AMTV Hamburg II,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,10,1,0,0,1,26,30,-4,0,0.0,,handball.net
550,Walddörfer SV Ü40,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Senioren (320),17292,7,1,0,0,1,15,20,-5,0,0.0,,handball.net
551,TSV Hohenhorst Ü40,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Senioren (320),17292,8,1,0,0,1,16,22,-6,0,0.0,,handball.net
552,HSG Bergedorf/Vm,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,11,2,0,0,2,51,67,-16,0,0.0,,handball.net
553,HT Norderstedt III,Hamburger Handballverband,Hamburger Handballverband,7,Landesliga,Landesliga Männer Gruppe 2 (122),13428,12,2,0,0,2,47,64,-17,0,0.0,,handball.net
554,SG Harburg II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 4 (134),13436,2,1,1,0,0,50,26,24,2,2.0,,handball.net
555,TSV PLÖN,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,1,2,2,0,0,72,25,47,4,2.0,,handball.net
556,SG Handball Kamen,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,1,1,1,0,0,38,20,18,2,2.0,,handball.net
557,HSG Obere Nahe,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,1,1,1,0,0,35,18,17,2,2.0,,handball.net
558,HV Grüna,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,1,2,2,0,0,85,53,32,4,2.0,,handball.net
559,TV Arnsberg H1,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,1,1,1,0,0,40,24,16,2,2.0,,handball.net
560,Cronenberger TG II,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,1,1,1,0,0,43,28,15,2,2.0,,handball.net
561,SG Menden 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,2,1,1,0,0,40,25,15,2,2.0,,handball.net
562,Elmshorner HT,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,1,2,2,0,0,74,48,26,4,2.0,,handball.net
563,HSG Schülp/Westerrönfeld/Rendsburg II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Nord,12961,1,3,3,0,0,112,76,36,6,2.0,,handball.net
564,DJK Welper,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,1,1,1,0,0,36,24,12,2,2.0,,handball.net
565,HSG Wittlich II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,2,1,1,0,0,29,17,12,2,2.0,,handball.net
566,TV Bad Ems II,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,1,1,1,0,0,24,12,12,2,2.0,,handball.net
567,HSV Dresden II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,1,2,2,0,0,70,47,23,4,2.0,,handball.net
568,ASC Dortmund II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,3,1,1,0,0,35,24,11,2,2.0,,handball.net
569,HT Norderstedt IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,3,1,1,0,0,28,17,11,2,2.0,,handball.net
570,HC Grossenhain,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,2,2,2,0,0,69,48,21,4,2.0,,handball.net
571,HVH Kamenz,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,3,1,1,0,0,39,29,10,2,2.0,,handball.net
572,HSG Kastellaun-Simmern III,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,3,1,1,0,0,37,27,10,2,2.0,,handball.net
573,SV LOK LEIPZIG-Mitte I,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Leipzig,13114,1,1,1,0,0,35,25,10,2,2.0,,handball.net
574,SG Sohland/Friedersdorf,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,1,2,2,0,0,62,43,19,4,2.0,,handball.net
575,BSG Wismut AUE,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,2,2,2,0,0,60,41,19,4,2.0,,handball.net
576,Solinger TB 2. Herren,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,1,1,1,0,0,38,29,9,2,2.0,,handball.net
577,FC St. Pauli IV,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 3 (133),13437,1,2,2,0,0,70,52,18,4,2.0,,handball.net
578,HSG Mutterstadt/Ruchheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 1,12482,1,3,3,0,0,97,70,27,6,2.0,,handball.net
579,TSV Gross Grönau,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Süd,12964,2,2,2,0,0,63,45,18,4,2.0,,handball.net
580,TUS Bommern II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,2,1,1,0,0,29,20,9,2,2.0,,handball.net
581,HC Koblenz III,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,2,1,1,0,0,39,31,8,2,2.0,,handball.net
582,SG Handball Neumünster,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer West,12963,2,2,2,0,0,64,48,16,4,2.0,,handball.net
583,TSV EINHEIT CLAUßNITZ 1864 e.V.,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,3,1,1,0,0,31,23,8,2,2.0,,handball.net
584,HSV Weinböhla II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,4,1,1,0,0,24,16,8,2,2.0,,handball.net
585,MTV Dänischenhagen II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,2,2,2,0,0,65,50,15,4,2.0,,handball.net
586,ESV Dresden II,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,5,1,1,0,0,38,31,7,2,2.0,,handball.net
587,VfB Eilenburg,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Leipzig,13114,2,1,1,0,0,38,31,7,2,2.0,,handball.net
588,Bergischer HC,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,2,1,1,0,0,29,22,7,2,2.0,,handball.net
589,TV Werne 03 E.V.,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,2,1,1,0,0,29,22,7,2,2.0,,handball.net
590,TV Wickede H1,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,4,1,1,0,0,34,28,6,2,2.0,,handball.net
591,FC St. Pauli V,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,1,2,2,0,0,56,44,12,4,2.0,,handball.net
592,TG Voerde 1. Herren,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,1,1,1,0,0,28,22,6,2,2.0,,handball.net
593,HSG Lüdenscheid,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,2,1,1,0,0,24,18,6,2,2.0,,handball.net
594,SG Wilhelmsburg,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 4 (134),13436,1,2,2,0,0,62,51,11,4,2.0,,handball.net
595,MSG Iggelheim/Meckenheim 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 2,12483,1,3,3,0,0,92,76,16,6,2.0,,handball.net
596,THB Hamburg 03,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 3 (133),13437,3,1,1,0,0,34,29,5,2,2.0,,handball.net
597,TV Emsdetten 1898 II,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,5,1,1,0,0,32,27,5,2,2.0,,handball.net
598,HV Erftstadt,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,1,1,1,0,0,27,22,5,2,2.0,,handball.net
599,HSG Holsteinische Schweiz II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Süd,12964,1,3,3,0,0,105,91,14,6,2.0,,handball.net
600,TS Rodalben M1,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 2,12483,2,3,3,0,0,90,76,14,6,2.0,,handball.net
601,SC Arminia Ochtrup,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,1,2,2,0,0,64,55,9,4,2.0,,handball.net
602,HSG Westerwald,Rhein/Westerwald,Rhein/Westerwald,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Rhein/Westerwald,13124,3,1,1,0,0,31,27,4,2,2.0,,handball.net
603,SG Hüls-Scherlebeck,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,3,1,1,0,0,30,26,4,2,2.0,,handball.net
604,TV Witzhelden II,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,2,1,1,0,0,30,26,4,2,2.0,,handball.net
605,SG Handball Ibbenbüren II,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,2,2,2,0,0,59,51,8,4,2.0,,handball.net
606,ASV Senden II,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,6,1,1,0,0,25,21,4,2,2.0,,handball.net
607,Ohligser TV 2,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,3,1,1,0,0,25,21,4,2,2.0,,handball.net
608,DJK/MJC Trier II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,4,1,1,0,0,36,33,3,2,2.0,,handball.net
609,TSV Aufderhöhe II,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Süd - BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16008,4,1,1,0,0,34,31,3,2,2.0,,handball.net
610,1. HC Quickborn,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,2,1,1,0,0,32,29,3,2,2.0,,handball.net
611,HSG Hohenlimburg,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,3,1,1,0,0,32,29,3,2,2.0,,handball.net
612,Luchse Düsseldorf,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,3,1,1,0,0,32,29,3,2,2.0,,handball.net
613,SG TURA Halden Herbeck,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,4,1,1,0,0,30,27,3,2,2.0,,handball.net
614,Hammer SC 2008 E.V.,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,3,1,1,0,0,28,25,3,2,2.0,,handball.net
615,TS Evingsen,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirklsliga Südwestfalen,14339,4,1,1,0,0,28,25,3,2,2.0,,handball.net
616,VFB Torgau,HR Leipzig,HR Leipzig,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Leipzig,13114,3,1,1,0,0,28,25,3,2,2.0,,handball.net
617,RSV Altenbögge-Bönen 1951 e.V. 2. Herren,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,4,1,1,0,0,27,24,3,2,2.0,,handball.net
618,SG DJK A09/Phönix Essen,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,4,1,1,0,0,27,24,3,2,2.0,,handball.net
619,HSG 24109,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,5,1,1,0,0,21,18,3,2,2.0,,handball.net
620,HSG Tecklenburger LAND II,Handballkreis Münsterland,Handballkreis Münsterland,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksliga Münsterland Männer,13224,3,2,2,0,0,54,49,5,4,2.0,,handball.net
621,SG Saulheim 2,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 1,12482,2,2,2,0,0,33,28,5,4,2.0,,handball.net
622,SV Eintracht Dolberg 1946 E.V.,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,5,1,1,0,0,36,34,2,2,2.0,,handball.net
623,SC Alstertal-Langenhorn,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 2 (132),13433,4,1,1,0,0,35,33,2,2,2.0,,handball.net
624,Allgemeiner Sportverein Hamm-Westfalen e.V. III,Handballkreis Hellweg,Handballkreis Hellweg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Männer Bezirksliga HKH,12662,6,1,1,0,0,26,24,2,2,2.0,,handball.net
625,DHK Flensborg II,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Nord,12961,2,3,3,0,0,78,72,6,6,2.0,,handball.net
626,HSG Gevelsberg Silschede 2,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Ruhrgebiet,14338,5,1,1,0,0,24,22,2,2,2.0,,handball.net
627,SG Dithmarschen SÜD,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer West,12963,5,1,1,0,0,24,22,2,2,2.0,,handball.net
628,HC Essen West II,HK Essen,HK Essen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Staffel Nord- BEZIRKSOBERLIGA / KREISOBERLIGA / REGIONSOBERLIGA Männer ( HK Essen),16926,5,1,1,0,0,23,21,2,2,2.0,,handball.net
629,Rotation Weissenborn,HR Südwestsachsen,HR Südwestsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Südwestsachsen,12709,4,1,1,0,0,7,5,2,2,2.0,,handball.net
630,HSG Südtondern,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Nord,12961,8,1,1,0,0,30,29,1,2,2.0,,handball.net
631,HSG Pinnau II,Hamburger Handballverband,Hamburger Handballverband,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Männer Gruppe 1 (131),13431,4,1,1,0,0,29,28,1,2,2.0,,handball.net
632,Kaller SC 1922,HK Bonn-Euskirchen-Sieg,HK Bonn-Euskirchen-Sieg,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer,12899,2,1,1,0,0,28,27,1,2,2.0,,handball.net
633,SSV Lommatzsch,HR Sachsen-Mitte,HR Sachsen-Mitte,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer,13101,3,2,2,0,0,56,54,2,4,2.0,,handball.net
634,FT Vorwärts KIEL,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Ost,12962,7,1,1,0,0,26,25,1,2,2.0,,handball.net
635,TUS 05 DAUN II,Mosel/Eifel-Nahe/Hunsrück,Mosel/Eifel-Nahe/Hunsrück,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Bezirksoberliga Mosel/Eifel-Nahe/Hunsrück,14543,5,1,1,0,0,25,24,1,2,2.0,,handball.net
636,TV Brechten II,KÜS Ruhrgebiet SÜD,KÜS Ruhrgebiet SÜD,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,KÜS Bezirksliga Mitte,14340,5,1,1,0,0,21,20,1,2,2.0,,handball.net
637,VfL Bad Schwartau III,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer Süd,12964,6,2,2,0,0,26,24,2,4,2.0,,handball.net
638,HSV 1923 Pulsnitz II,HR Ostsachsen,HR Ostsachsen,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,ROL Männer · HR Ostsachsen,13108,2,2,1,1,0,66,61,5,3,1.5,,handball.net
639,HSG Lingenfeld/Schwegenheim,Handballverband Rheinhessen-Pfalz,Handballverband Rheinhessen-Pfalz,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,M-BOL 2,12483,3,3,2,0,1,91,72,19,4,1.33,,handball.net
640,HSG Kalkberg 06,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,Handball-Erwachsene DER Kreishandballverbände IN Schleswig-Holstein,8,Bezirksoberliga / Kreisoberliga / Regionsoberliga,Kreisoberliga Männer West,12963,1,3,2,0,1,88,69,19,4,1.33,,handball.net
